caption_id,caption,score,source
457214,A cat and a dog laying on a bed.,1.875,mscoco
499829,Several stuffed animals sitting in wooden boxes outside.,2.0,mscoco
579081,Four people on a ski lift going up a mountain.,1.8333333333333333,mscoco
128670,A brown flower pot surrounded by green plants.,1.8333333333333333,mscoco
360274,A young boy holding a baseball bat during a game.,2.0,mscoco
274894,A clock tower in a tow square on a stormy day.,2.0,mscoco
301908,An elephant mounting another elephant in a dry field next to a water source.,1.2083333333333337,mscoco
133051,A clock tower with a set windows and a weather indicator on top.,1.1666666666666663,mscoco
420300,A kitchen filled with dishes and appliances with a sink.,2.0,mscoco
489810,A sub sandwich sits on white paper next to some root beer.,2.0,mscoco
95336,A child is shown eating a scoop of yogurt.,2.0,mscoco
231801,A woman seals up a glass of wine on her table. ,1.875,mscoco
407915,Bathroom scene of a sink and decorations surrounded by pink walls.,2.0,mscoco
322783,A bathroom sink with a tile design on the vanity.,1.8333333333333333,mscoco
186788,Foot view of a young man in yellow sneakers as he rides down the road on his skateboard. ,1.8333333333333333,mscoco
44911,An oven with the door open beside a microwave in a kitchen,1.1833333333333331,mscoco
252625,The small street is crowded with small shops.,2.0,mscoco
560797,"NASA men making first, ceremonial pitch at a baseball game.",1.8333333333333333,mscoco
222351,An airshow with people looking at an airplane ,2.0,mscoco
448024,An orange cat laying on the ground in front of a bench.,1.3333333333333337,mscoco
145915,A small train travels on tracks through the outskirts of town.,1.775,mscoco
336578,A man stands at a refrigerator near a packing box.,1.5,mscoco
430035,Inside of a bathroom with a sink and toilet.,2.0,mscoco
210389,A woman holding a kite outside of a building.,2.0,mscoco
224476,A mp3 player and cell phone on a laptop.,2.0,mscoco
343455,A close up of a piece of pizza with bacon on a plate.,1.8333333333333333,mscoco
187810,Two giraffes are standing on opposite sides of a elevated walkway staring at the people above.,1.75,mscoco
401768,Player preparing to return volley during match on red clay court.,2.0,mscoco
528318,"A small living room with windows, sofas and a coffee table.",2.0,mscoco
504540,A large commercial air plane flying through a cloudy sky.,2.0,mscoco
194191,A large passenger jet flying through a blue sky.,1.875,mscoco
16098,a closeup of a person's hands as it plays with a Wii controller in front of booklet with Mario and Luigi characters,2.0,mscoco
577796,Three urinals mounted to a wall with white little dividers.,1.8333333333333333,mscoco
377476,A girl has a spoon in her mouth in front of her lunch at school.,1.9,mscoco
402957,A bench surrounded by a lush garden of trees and flowers.,2.0,mscoco
539808,A Lufthansa jumbo-jet at some airport during the day.,1.75,mscoco
65880,Baseball players playing a game of baseball in front of fans.,2.0,mscoco
280226,A little blue arrangement of flowers is soaking in a vase of red liquid.,1.25,mscoco
286656,Young calf being bottle fed above red bucket.,1.1666666666666667,mscoco
340923,An infant sits next to a stuffed teddy bear toy. ,2.0,mscoco
88914,Produce on white table cloth including potatoes and strawberries.,2.0,mscoco
415925,A hand holds a hot dog covered with condiments. ,1.8333333333333333,mscoco
234643,A man flies a kite in the sky above a stone retaining wall.,1.8333333333333333,mscoco
210042,A zebra standing in the grass near a fence.,1.5,mscoco
422953,Two planes sitting on runway with engines running.,0.5,mscoco
393809,Several young men playing frisbee on a field.,2.0,mscoco
303126,a girl holding onto a homemade kite at the park,1.6666666666666667,mscoco
394583,A man is riding a bike while using a cell phone.,1.0,mscoco
385669,"Front view of person holding animal spotted print umbrella up so head unseen with a ""SALE"" bag in crook of arm, and purse over shoulder of opposite arm, standing outside on sidewalk by low wall, in wet city street setting, with lamp post base behind.",1.3907734056987788,mscoco
151214,A cake with a cartoon character on it and lit sparkler.,2.0,mscoco
130032,A traffic light hanging over a street surrounded by forest.,2.0,mscoco
434410,a child in an orange coat playing with a wood sander,1.5,mscoco
325487,Baseball game showing a pitcher and batter in motion.,1.5,mscoco
26748,Two kites flying in a cloudy sky above a field of people,1.75,mscoco
31465,A young man performs a trick on a skateboard.,1.8333333333333333,mscoco
291319,Two baseball players standing at first base in a professional baseball game.,1.75,mscoco
473616,A man holding a tennis ball and raquet in front of a crowd.,1.65,mscoco
409833,An old photo of a building with a clock tower.,1.9166666666666663,mscoco
326820,An arrangement of yellow flowers with one white flower.,2.0,mscoco
371694,A single piece of pizza is seen on a plate.,1.8333333333333333,mscoco
241779,A zebra stands between several small trees in tall grass.,1.7590990990990991,mscoco
579188,Clock tower and dock in front of river paddle boat.,1.7857142857142856,mscoco
8473,Italian blood oranges for sale in a market,1.6666666666666667,mscoco
305152,"A sandwich is covered in cheese, meat, and greens. ",2.0,mscoco
233477,A red double-decker bus moving along a residential street.,2.0,mscoco
495993,A parking lot with cars and people in front on a row of tents and a building with Public Market sign by water.,2.0,mscoco
251797,A toilet with the seat down in a tiled room. ,2.0,mscoco
211811,A grey fighter plane with propeller on display in museum.,0.5,mscoco
172627,A homemade cake is decorated with a smiley face. ,2.0,mscoco
66346,A horse is adorned with a head decor piece.,2.0,mscoco
371005,A yellow and black motorcycle parked on the street,2.0,mscoco
493187,Multiple highway signs point to different directions for vehicles. ,0.0,mscoco
80943,Two giraffes standing side by side in a wooded field.,1.8333333333333333,mscoco
222195,A cat lying down with a packaged toothbrush on its head.,1.1666666666666663,mscoco
353707,A person riding a surfboard in the water.,2.0,mscoco
207058,A group of people standing together in a room.,2.0,mscoco
515301,A man doing a trick on a skateboard at a skate park. ,2.0,mscoco
69488,"Two servicemembers cut a large, brightly decorated cake which says ""Navy"".",2.0,mscoco
551994,A cat sits in a bowl on the table. ,1.6666666666666663,mscoco
414592,A fast food sign sits on top of a pole on the street.,1.5,mscoco
166750,Line of bikers going down a road in a town.,1.9166666666666663,mscoco
3751,"Several suitcases, a pair of shoes and a hand bag in a hallway.",1.75,mscoco
31752,A baseball player swinging a bat near home plate.,2.0,mscoco
81842,Town road with pickup truck and hanging yellow stop lights with parked cars and short buildings.,2.0,mscoco
257965,A snowboarder in mid air from a jump ,2.0,mscoco
209180,A group of baseball players playing a game of baseball.,2.0,mscoco
561666,Commercial plane flying overhead on day with clear blue sky.,1.625,mscoco
235132,An old boat is parked on a gravel beach.,2.0,mscoco
108392,A large display of many different types of doughnuts.,2.0,mscoco
202010,A small herd of three zebras behind a fence.,2.0,mscoco
244735,A coo coo clock ornament hanging in a Christmas Tree.,2.0,mscoco
408219,Altered photograph of a snow boarder in flight ,2.0,mscoco
581539,A large number of different kites in the air.,2.0,mscoco
402082,there is a elephant standing by a fence next to a large white ball,0.5,mscoco
343090,Two people are skiing on a snowy hill.,1.625,mscoco
309585,Red and white commuter train arriving at station.,1.8571428571428568,mscoco
358801,A man water skiing using a single ski.,1.8333333333333333,mscoco
97844,A laptop sitting on a computer desk in a home office.,2.0,mscoco
15693,a camera and cords sitting on a bed with a green folder ,1.625,mscoco
413869,A green and white EVA Air Cargo jet taking off.,1.8,mscoco
250223,The two sheep are walking across the sand near the water.,2.0,mscoco
26425,A man on a skateboard performs a jump off a ledge.,1.8333333333333333,mscoco
306621,A plate topped with chicken and broccoli covered in sauce.,1.8333333333333333,mscoco
380724,A person on a longboard rides with a dog.,2.0,mscoco
443455,A girl is standing next to an older woman while holding a cake with a candle on it.,1.6666666666666667,mscoco
420874,A toy train with a black engine and red cars on tracks.,1.8,mscoco
17147,A white jet airliner flying in a blue sky.,2.0,mscoco
458461,An elephant with large tusks and his trunk in the air.,1.4,mscoco
131826,A wooden bench sits by the fence and some trees.,1.5,mscoco
133090,A tennis player in a white shirt playing tennis on a court.,2.0,mscoco
232862,A skateboarder skates under a sculpture in front of boats.  ,1.8333333333333333,mscoco
5755,Yellow fire hydrant with an old abandoned blue shopping cart curb side,1.5,mscoco
258101,A man flying a large kite in the desert.,2.0,mscoco
428310,A dog lays on a couch next to a book.,2.0,mscoco
495825,Farm field for grazing featured near snow covered mountains.,2.0,mscoco
455767,A man and woman are standing together playing Wii.,1.9285714285714288,mscoco
86189,A woman in a bikini top riding a bicycle while using a cell phone.,2.0,mscoco
36252,A woman wading through water holding a surfboard.,2.0,mscoco
326891,Fire truck in heavy traffic on a bridge crossing another highway.,1.6666666666666667,mscoco
489719,An adult elephant and a baby elephant by a lake.,2.0,mscoco
131856,There are two kites that are flying over the water at a beach,1.9,mscoco
453697,a child standing on a skateboard and wearing a helmet.,2.0,mscoco
563083,A close up view of a man's hands as he operates a smart phone.,1.75,mscoco
130076,A man in brown holding a wii remote,1.6666666666666663,mscoco
66034,A photo of a roast beef sandwich with lettuce and spinach.,1.8333333333333333,mscoco
61624,An Asiana Airlines plane taxiing at an airport.,1.75,mscoco
181367,Woman standing next to her bicycle near a children's park.,-1.0,mscoco
152657,A living room painted with a dark color and has lots of furniture.,2.0,mscoco
163091,Several planes are admired in an airplane museum.,1.5,mscoco
427943,an image of the Big Ben clock tower in London,1.875,mscoco
93732,a red white and black bus and some cars,1.5,mscoco
56650,A young boy and a teenage girl play with a blue Frisbee.,1.5833333333333337,mscoco
400602,A group of people play tennis on a tennis court.,1.8333333333333333,mscoco
377716,A tall building looms in the background of a courtyard where people are walking around.,2.0,mscoco
159026,Two people flying a red kite in front of a crowd.,0.25,mscoco
523677,A pizza shop display showing ready-made pizzas for sale.,1.6666666666666667,mscoco
364299,A power boat on a body of water with a large water spray behind.,1.9,mscoco
256590,"A head-on shot of a stone building labelled ""Scalextric Palau"" ",1.1666666666666663,mscoco
538133,A bowl of food with gravy and a ladle sits on a table.,1.9166666666666663,mscoco
515072,A clock tower that is near an ocean.,2.0,mscoco
188973,Several zebra stand in a group eating grass.,1.875,mscoco
244022,an image of a man doing tricks on a skateboard,1.875,mscoco
305638,A large jet flying over an airport near a mountain.,2.0,mscoco
208714,Two pizzas are sitting on plates on a table.,1.3333333333333333,mscoco
360452,Child swinging bat playing baseball with adult watching and fence,1.5833333333333337,mscoco
406855,Two females riding an elephant with a two elephant handlers,1.5,mscoco
425063,Several different kinds of donuts on a tray.,1.6666666666666663,mscoco
301208,Several sheep and a cow grazing on grass near water.,1.6666666666666667,mscoco
412813,a big umbrella sitting on the beach ,2.0,mscoco
500100,A woman being towed by a dog while riding a skateboard.,0.5,mscoco
501047,a big elephant standing near a small tree and grass,1.625,mscoco
326035,A pair of scissors are sitting on a table with needle and thread. ,0.125,mscoco
444324,Man poses sideways wearing a plaid shirt and a tie. ,1.25,mscoco
149849,"A view of a street corner, with a mattress on it.",2.0,mscoco
548962,"A living area with chairs, sofa and a television.",1.625,mscoco
302503,A toilet has graffiti drawn on the lid.,2.0,mscoco
282206,A person lies down in a boat with their feet over the edge.,0.375,mscoco
227577,many people on a beach with a large tent,1.6666666666666667,mscoco
364188,Small child holding an electric toothbrush in  their mouth.,1.5,mscoco
351759,A suitcase packed with clothes and various items. ,2.0,mscoco
513810,a blurry photo of a person holding a kite,1.875,mscoco
236837,A TRAIN STATION WITH SEVERAL TRAINS IN THE STATION ,2.0,mscoco
237912,A daredevil attempts to ski off the roof of a house.,1.6666666666666667,mscoco
259296,A mother and baby elephant walking in the grasslands. ,1.8333333333333333,mscoco
202414,A sub sandwich with lunch meat and lettuce.,2.0,mscoco
379771,A home office area with a desk and two computer monitors.,1.8571428571428568,mscoco
394909,Two kids are flying a kite on a beach with a man.,1.8333333333333333,mscoco
497969,A city street crowded with people riding motorcycles,2.0,mscoco
368424,a surf board on the sandy beach ,1.9166666666666663,mscoco
244978,A horned cow with head in basin of apples.,1.7,mscoco
123855,a kitchen with a map on the wall ,2.0,mscoco
263434,A desktop computer and two laptop computers on a corner desk.,1.5416666666666663,mscoco
104893,A passenger train runs along a train track away from a city center.,1.625,mscoco
565438,A man performs a kick flip on his skate board,1.75,mscoco
153824,A cat sits on a chair at the dinner table.,1.8333333333333333,mscoco
5256,An old man in a leather jacket on a motorcycle,2.0,mscoco
26094,Many directional road signs in a foreign language.,2.0,mscoco
366792,A truck wrapped in beer advertisements parked in a parking lot.,1.8333333333333333,mscoco
128395,a small plane on a field with trees in the background,2.0,mscoco
356662,"A close up of stir fried noodles, broccoli and tomatoes.",2.0,mscoco
202201,an image of a tray of donuts being handed out,2.0,mscoco
379518,A pair of giraffes walk around a fenced enclosure. ,1.8660714285714288,mscoco
154755,"A black and white,  round-cornered shot  shows a cloudy sky and a high parking lot with a concrete border over which trees are visible, a car and a leaping skateboarder, his shirt concealing his head, suspended over a concrete island and up-ramp.",1.3333333333333333,mscoco
536926,A man on a skateboard in the air during a trick.,2.0,mscoco
133002,A man riding a motorcycle with a woman on the back.,-1.0,mscoco
523672,A herd of sheep near a barn near a mountain.,2.0,mscoco
261066,an image of a bathroom with a toilet and sink,2.0,mscoco
74901,A bunch of white bananas grow on a tree.,2.0,mscoco
513704,A box that is filled with a variety of doughnuts.,2.0,mscoco
318807,Man running a skateboard over a deep curved area.,1.5,mscoco
353902,Bathroom with shower and toilet on far side.,1.5,mscoco
259677,Surf n' Turf with broccoli and carrots really looks good on a white plate.,2.0,mscoco
365903,Group of giraffes in rock enclosure of urban zoo.,2.0,mscoco
551900,Several signs written in Arabic under a cloudy sky.,1.625,mscoco
228604,a man takes a picture of a little girl standing in front of a mirror ,1.5,mscoco
100157,A woman serves out a sauce for her dinner party.,2.0,mscoco
172805,A retro style living room with wood floor and large windows.,2.0,mscoco
157673,The adult zebra eats grass from the side of the road.,1.5,mscoco
58157,A group of athletes engage in an organized game of ultimate frisbee. ,1.75,mscoco
217531,A catcher waits on his knees at home plate while a batter approaches.,2.0,mscoco
61882,A white toilet sitting next to a bathroom sink.,2.0,mscoco
128922,A large lake filled with sailboats and motor boats on a sunny day.,1.966216216216216,mscoco
174005,An orange cat lays his head on a pair of shoes.,1.6666666666666663,mscoco
497330,A woman is posing with a tennis racket for an advertisement.,0.5,mscoco
128439,A large bed with pillows in a room.,2.0,mscoco
464598,Two people enjoying large personal pizzas at a restaurant.,2.0,mscoco
371706,A skateboarder jumps into a foam pit at a skate park,1.7166666666666668,mscoco
212635,"A living area with a couch, two photographs of a candle holder.",1.225,mscoco
467723,A person holds a surfboard while riding a bus. ,1.8333333333333333,mscoco
313655,A large wooden bed with a green blanket on top of it.,2.0,mscoco
283982,Giraffes in a green field with large trees ,2.0,mscoco
574413,"Three people are riding on top of a elephant, two woman have there arms out.",1.5476190476190477,mscoco
25343,A large long train on a steel track.,1.6666666666666663,mscoco
209335,A clock above an entrance to an historical structure.,2.0,mscoco
62170,a large elephants is outside in a field ,2.0,mscoco
397483,A black and white boat anchored at a boat dock.,2.0,mscoco
187354,A child looks at her birthday cake with lit candles.,2.0,mscoco
146965,A bedroom has a very antique look to it.,2.0,mscoco
369309,"A home desk has a computer, lamp, and knick-knacks.",2.0,mscoco
193986,Two men and a woman sitting on a couch playing a Wii game. ,1.5,mscoco
263858,A group of boats traveling down the river ,2.0,mscoco
5288,a small dog is holding a brush in its mouth,1.6428571428571428,mscoco
121384,A seagull swims toward a rocky shore in a lake.,1.55,mscoco
228799,A two story business building housing several small businesses.,1.625,mscoco
434771,Doughnuts sit ready for cooking on a floured tray.,2.0,mscoco
563364,A group of people posing in front of a table of food. ,2.0,mscoco
132196,A man sitting on the floor of a room with boxes near him.,2.0,mscoco
305431,A large herd of brown cows in a field.,2.0,mscoco
31230,Two women play a boxing video game in a living room.,1.3333333333333333,mscoco
381246,A man is sitting at a table with pizza and beer.,2.0,mscoco
23298,A man pedals a stationary bike indoors as a group of people look on.,2.0,mscoco
300014,A herd of cows with calves standing in a river.,2.0,mscoco
188987,Two people riding an elephant in the middle of a forest.,1.6666666666666667,mscoco
144468,People are riding on an elephant in the forest.,1.8571428571428568,mscoco
316073,A white toilet attached to a wall with silver surroundings.,2.0,mscoco
95203,Two women are walking around on a sailboat.,1.75,mscoco
116316,A partially cut pizza in a box on a bed with person sitting next to it.,1.6285714285714286,mscoco
150639,A man on a  red phone while in a car,0.75,mscoco
431921,A narrow city street packed with vehicles and business signs.,1.960689484126984,mscoco
52069,two kites flying in the air on a beach,2.0,mscoco
307652,a woman is wearing a red dress and playing tennis,2.0,mscoco
450343,This is a dish of buttered asparagus with dressing.,2.0,mscoco
130275,"Pizza, pasta and salad on shiny metal plates sit on orange tiled counter.",1.8333333333333333,mscoco
187025,A view of a parking meter with a bridge and river behind it.,1.875,mscoco
93246,A dim lit desk with an open laptop sits near a window.,2.0,mscoco
316481,A tall wooden snow board next to a woman at a table.,1.625,mscoco
357088,A tennis player getting ready to serve the ball.,1.5,mscoco
501875,A woman is walking with a blue umbrella.,2.0,mscoco
254585,A group of people standing on a snow covered ski slope.,2.0,mscoco
308950,A black clock tower on grassy area next to water and mountains.,1.75,mscoco
517086,A white and green bus parked on the side of the road. ,1.75,mscoco
183614,A sign for Water Lane by the side of a building.,0.5,mscoco
78553,a number of people with luggage near a train,2.0,mscoco
559647,A baseball player is sliding to one or the bases. ,1.6166666666666667,mscoco
9673,A view of a street sign with a building and bridge in the background.,-0.75,mscoco
273276,A woman holding a Nintendo Wii game controller.,1.5,mscoco
562559,Meat and broccoli in a sauce on a plate.,2.0,mscoco
158087,Two skate boarders performing stunts at night on sidewalk and steps,2.0,mscoco
454751,Two people playing a WII game at an event,1.5,mscoco
139457,A large group of people sitting around a table posing for a photo.,2.0,mscoco
417410,"A bunch of different fruits and vegetables such as garlic, tomotates, red peppers, and bannanas ",2.0,mscoco
126120,The thin pizza is topped with various ingredients.,1.9166666666666663,mscoco
207943, A baseball player preparing to throw a ball. ,1.75,mscoco
508055,A woman eating a mean of fries and a sandwich outdoors.,1.863636363636364,mscoco
536932,a guy making a face holding an umbrella and a bike,0.5,mscoco
121188,A large boat is in the water with a string attached.,1.9166666666666663,mscoco
350133,a black kitty laying on a bench licking its paw,1.6666666666666667,mscoco
343599,A building with a snow topped roof and clock tower.,2.0,mscoco
384598,A red meter on a street corner in front of a bridge. ,2.0,mscoco
113,"A ldarge keybord msical instroument lwith a woden case enmclosig a qsouvnkboajrd and mfgtal strivgf, which are strucrk b hammrs when the nels are depresdsmed.f lhe strsingsj' vibration ie stopped by damperds when the keys re released and can bce regulavewdd for lengh and vnolume y two or three pedalvs.",-0.5,drawbench
369580,Sheep graze in a meadow under a pale orange sky.,2.0,mscoco
148808,A giraffe is shown in a close-up outdoor image.,2.0,mscoco
83235,A blue and white passenger jet is sitting on the runway.,2.0,mscoco
235244,A white table holding a plate of food that includes small bananas and fried balls.,1.75,mscoco
164924,View of a mans legs with tattoos on a bed in front of a television.,-1.0,mscoco
224260,A monorail train is pulling into a station.,2.0,mscoco
245182,Four competitive skiers skiing down a mountain slope.,1.6666666666666667,mscoco
174276,"yachts in clear, shallow water near a rocky outcropping",2.0,mscoco
208002,A brown horse standing in a lush green field.,2.0,mscoco
107,Dininrg tablez.,2.0,drawbench
330932,Five people are running and playing soccer on an open field.,1.3333333333333337,mscoco
74938,A black cell phone sitting on a silver holder on a table. ,2.0,mscoco
340096,a decorated lite up stop sign at the corner,0.3333333333333333,mscoco
188612,A steeple with a clock with a bell tower.,1.8333333333333333,mscoco
571774,A black bear stands in the foliage beside a tree branch. ,1.6666666666666663,mscoco
2907,A group of young people playing a game of frisbee.,2.0,mscoco
192502,Four people are standing in the snow with ski equipment.  ,2.0,mscoco
158,Photo of a cat singing in a barbershop quartet.,2.0,drawbench
91675,Two people pose for a picture as they are surrounded by elephants.,1.7083333333333337,mscoco
322785,A double decker bus is parked on the side of a street.,1.9,mscoco
348874,a couple of stop signs that are next to some people,1.5,mscoco
575355,a dining space with a table and some benches,2.0,mscoco
581466,A large number of cattle confined in a small area.,2.0,mscoco
276133,Baked carrots in glass pan on counter with green napkin,1.875,mscoco
339757,a male in a red shirt and some brown cows ,2.0,mscoco
183895,A large passenger jet taking off from an airport runway.,2.0,mscoco
359451,a number of motorcycles parked near one another ,2.0,mscoco
65209,Young soccer player sitting on the ground with soccer ball.,0.5,mscoco
113391,A large bed and a computer screen in a room.,1.8333333333333333,mscoco
547155,a couple of zebras stand next to a antelope ,1.0,mscoco
532175,There is a woman in a white dress riding a bike.,2.0,mscoco
528284,Man in a maroon shirt holding up a yellow baseball bat. ,1.8,mscoco
143582,Motorcycle racer leaning low coming out of a turn.,0.5,mscoco
59542,"Some boys playing soccer, the goalie has the ball in his hands.",1.1833333333333331,mscoco
437736,A teddy bear with a tag on one ear sitting in a chair.,1.8333333333333333,mscoco
140954,a man and a woman play a wii game,1.9,mscoco
17676,a bathroom with a toilet and tiled floor,2.0,mscoco
7247,"A white and orange cat and a black, orange and white cat sleeping in front of each other. ",1.8,mscoco
246970,Player taking a fall at base during game.,2.0,mscoco
149220,A group of sheep are near a wire fence.,2.0,mscoco
56701,Person reading a magazine on the couch while dog sleeps next to it.,1.3333333333333333,mscoco
327935,a baseball player hits the ball on homebase.,1.8333333333333333,mscoco
145217,A man in blue shorts carrying a white surfboard.,2.0,mscoco
439809,A woman is standing with a horse in front of a mountain.,2.0,mscoco
93677,Four young men in suits pose for the camera. ,1.875,mscoco
361321,A double parking meter is decorated with a picture of a girl with wings on her feet.,1.6666666666666667,mscoco
319055,A view of a building from the other side of a street intersection.,1.75,mscoco
24899,A red train pulls alongside a train platform beneath a metal bridge.,1.7000000000000002,mscoco
380522,A group of people standing on top of a beach flying kites.,2.0,mscoco
334630,Man sitting under red and white striped umbrella near woman sitting on beach,2.0,mscoco
31536,A woman sitting at a table that has flowers and plates of food on it.,1.8333333333333333,mscoco
339151,a mountain with green grass and an animal,2.0,mscoco
88388,A batter swinging at a pitch in a baseball game.,2.0,mscoco
114559,A group of motor cycles and people on horses on a grassy field by a mountain.,1.5,mscoco
186148,A group of people standing side by side holding skis.,2.0,mscoco
49952,A double decker bus features an ad for a Superman film.,1.8,mscoco
251801,a table filled with a huge variety of cakes,2.0,mscoco
84984,Two men who are in the water with surfboards.,1.9,mscoco
574025,Boxes of glazed doughnuts sit open on a table.,1.9285714285714288,mscoco
224138,A dessert with chocolate and banana slices sits on a plate.,2.0,mscoco
569190,A train traveling past a traffic light next to tracks.,1.6666666666666663,mscoco
278309,A CAT IS LYING DOWN LOOKING AT AN ELECTRONIC MOUSE,1.9,mscoco
262979,Two elephants are standing by the concrete barrier. ,1.8333333333333333,mscoco
271929,A woman sitting cross legged by a river using a cell phone,2.0,mscoco
439537,Two donuts sitting on a brown paper wrapper.,2.0,mscoco
30947,computer desk with various  papers  and a computer,2.0,mscoco
179191,Five ties in different colors lying on blankets with sheets,1.6666666666666663,mscoco
1340,A flower arrangement in a glass vase on a table.,2.0,mscoco
84211,Five women smile as they pose near a large cake.,1.8571428571428568,mscoco
35571,A phone displaying a game sits in front of a box of donuts.,1.75,mscoco
366591,Several giraffes that are standing together on a path.,2.0,mscoco
292140,Two adult and one baby elephant walking in the forest.,1.25,mscoco
293061,Closeup of a green bowl holding pieces of broccoli.,1.5,mscoco
353358,Modern semi trailer truck with cargo container on a road,2.0,mscoco
314558,An overhead shot shows people dining outside. ,2.0,mscoco
84821,A red and white fire hydrant by a street,2.0,mscoco
293453,The back of a van is packed full of luggage and bags,2.0,mscoco
363951,Black and white of windsurfers on a lake.,2.0,mscoco
20677,A gray bird perched on towel eating from a tin,1.1666666666666663,mscoco
41155,Little oriental girl in a pink top and white bottom stands next to TV.,1.6666666666666667,mscoco
134703,The skier is posing near a lot of other skiers.,1.0,mscoco
478845,People using laptop computers in an undisclosed public location.,1.875,mscoco
297819,An assortment of dessert foods arranged in a small table.,1.625,mscoco
427805,three glass vases one with red flowers ,1.5,mscoco
233878,"A counter containing many food dishes, including carrots, macaroni and cheese, cranberry sauce and more",2.0,mscoco
509482,a round bundt cake on a plate with white frosting ,2.0,mscoco
549122,An intersection in a city with stop lights and street signs.,0.5,mscoco
133331,Ad showing picks for top six at Australian open.,0.5833333333333334,mscoco
274860,The motorcycle riders visit the site with several flags.,1.9,mscoco
91137,A man flying through the air while riding a skateboard.,2.0,mscoco
97458,A person that is standing on a skateboard.,1.8333333333333333,mscoco
132901,A man and a woman standing next to a motor cycle.,2.0,mscoco
571564,A tennis player is holding his racket and waiting for the ball.,1.8333333333333333,mscoco
255728,A propeller airplane sitting on top of an airport tarmac.,2.0,mscoco
44045,a bicycle leaning against a stop and a yellow car,1.4166666666666663,mscoco
96530,A rodeo rider on horseback attempting to lasso a cow.,1.6666666666666667,mscoco
352481,A blue and white bus is parked in front of a brick red building.,2.0,mscoco
98328,A zebra rests its head on the back of another zebra.,1.6666666666666663,mscoco
428340,A refrigerator is shown with food inside of it.,2.0,mscoco
78,"A machine next to a parking space in a street, into which the driver puts money so as to be authorized to park the vehicle for a particular length of time.",1.6666666666666667,drawbench
211116,Big trucks are needed to haul construction equipment to the work site.,1.5982142857142856,mscoco
571858,A person is chopping carrots with a knife.,2.0,mscoco
18073,An ocean view including a man being pulled along by a water skiing parachute.,2.0,mscoco
330824,A woman swinging a tennis racket on a court.,0.5,mscoco
109450,A group of people walking across the street in front of a city bus.,1.75,mscoco
381842,An intersection street sign with one sign reading Brad St.,1.35,mscoco
185945,Young boy wearing a baseball glove looking down a ball. ,2.0,mscoco
228920,A young boy cutting a piece of construction paper. ,2.0,mscoco
463680,A very small bathroom with only a toilet and sink.,1.6666666666666663,mscoco
115911,A baseball player is holding a baseball bat at a game.,2.0,mscoco
567372,A train is on the tracks in front of a building that sits on a hill.,2.0,mscoco
548362,Two children eat doughnuts at a restaurant table.,2.0,mscoco
526082,an image of a man on his snow board sitting at the bottom of the mountain,1.75,mscoco
335103,A man adjusts his tie with a sticker on his shirt.,1.5833333333333337,mscoco
217517,view of tall city buildings with cars and people walking by,2.0,mscoco
63230,An outdoor patio has tables with yellow and green umbrellas.,1.75,mscoco
184,A storefront with 'Google Brain Toronto' written on it.,2.0,drawbench
229362,Two women are snacking and drinking beers at a pub.,0.5,mscoco
472737,"A laptop, cellphone, headphones and speaker on a table.",1.75,mscoco
310867,A small bathroom with a square shaped sink.,2.0,mscoco
534578,"Two blue and white street signs that read ""sync signal"" and ""western av.""",0.5,mscoco
101837,A lone horse is grazing on grass next to a group of horses.,2.0,mscoco
72376,A man in a brown shirt throwing a frisbee.,2.0,mscoco
183247,A man in black shirt playing a game with a Nintendo Wii controller.,1.775,mscoco
295376,two big red double decker buses on the road,2.0,mscoco
308160,Some children are standing on a tennis court.,2.0,mscoco
433101,A living room decorated with a Christmas tree and stockings.,2.0,mscoco
462138,Man and older woman smiling with champagne and cake,2.0,mscoco
526418,"A cluttered shelf with a stereo, book and a teddy bear.",2.0,mscoco
208274,A little girl flying a kite on a big field with buildings in the background.,2.0,mscoco
137108,A tennis player is juggling the ball as the crowd watches.,1.7,mscoco
458103,The baseball player reaches out to catch a ball.,1.9,mscoco
539891,Several people in a park playing a game of frisbee.,2.0,mscoco
472609,A large roast beef sandwich sitting in a paper basket on a glass tabletop.,1.8333333333333333,mscoco
26362,Woman in yellow skirt holding an umbrella buying something out of a vending machine.,1.8333333333333333,mscoco
212462,"A pineapple, orange, and bananas sit on a plate in a kitchen.",2.0,mscoco
319073,A surfer in a wetsuit rides on a wave.,2.0,mscoco
454236,a school bus driving on a road with a mountain in the background,2.0,mscoco
79459,A kid practices skateboard moves at a green park. ,1.8333333333333333,mscoco
381948,A plane descending to land in a airport,2.0,mscoco
404495,Two female snow skiers racing down a course.,2.0,mscoco
261759,little girl standing in kitchen between stove and sink,2.0,mscoco
40051,toilet in small space with blue and white tile,2.0,mscoco
79191,The stop sign is posted at the intersection of the street.,2.0,mscoco
411334,Small black cat laying among several different used shoes.,2.0,mscoco
100202,"This dinner platter has roast beef and mashed potatoes with gravy, vegetables, greens, and bread.",2.0,mscoco
96618,A dog looks out an open door at the snowy ground.,2.0,mscoco
576576,A fisheye lens photograph of a residential bathroom,1.9,mscoco
139538,Several people with helmets gathered to fly kites,1.8,mscoco
79303,A stop sign warning that pedestrians are crossing.,0.25,mscoco
86576,A yellow bird sitting on a branch in a green tree,2.0,mscoco
329088,A skier standing at the stop of a mountain slope.,2.0,mscoco
142318,A large horse in an enclosed field eating grass,2.0,mscoco
