,prompt,source,index,caption_id,precision,reciprocal_rank
560,"A donkey and an octopus are playing a game. The donkey is holding a rope on one end, the octopus is holding onto the other. The donkey holds the rope in its mouth. A cat is jumping over the rope.",drawbench,101,101,0.0,0.0
561,This living room is packed tightly with furniture.,mscoco,4105,823429,0.05,0.0958333333333333
562,Four brown cows standing inside a small enclosure.,mscoco,329,72319,0.0,0.03202639751552795
563,A wilted flower sits in a clear glass jar.,mscoco,1216,175199,0.05,0.20833333333333331
564,A man in a uniform stands next to a train.,mscoco,3085,122741,0.05,0.12179487179487175
565,Two males reaching for disc during on field competition.,mscoco,2696,357153,0.0,0.03860294117647055
566,Several bunches of fresh cut green bananas on ground,mscoco,5589,315888,0.4,1.0
567,A living room with a white circular table in it's center.,mscoco,98,285634,0.0,0.02091503267973855
568,Stir fry chicken and broccoli on a plate on a table.,mscoco,5911,790477,0.1,0.5625
569,A woman and a dog are looking out a window at a cow and flowers.,mscoco,1858,299056,0.1,1.0
570,"A small table is covered in laptops, tablets and other electronics.",mscoco,1051,651467,0.15000000000000002,0.75
571,A clock post with two faces pointing to the same time,mscoco,14,777772,0.05,0.29166666666666663
572,A automated toilet that has the seat up.,mscoco,3459,690929,0.4,1.0
573,A man performing a skateboard trick at a skate park.,mscoco,4086,96570,0.2,0.625
574,A group of different mopeds sitting in the street.,mscoco,220,520331,0.1,0.1845238095238095
575,A large piece of chicken on a plate with broccoli. ,mscoco,511,454097,0.55,0.625
576,A car drives past a street sign with a list of many names.,mscoco,827,596776,0.0,0.03998778998778995
577,A black fire hydrant sits in a dead field.,mscoco,5993,719480,0.1,0.55
578,Two hikers are traveling with two well equipped dogs.,mscoco,4664,128591,0.1,0.6666666666666666
579,Lone skier leaving tracks in large snow covered field.,mscoco,2814,626065,0.05,0.11724137931034481
580,A table filled with bowls of vegetables next to a cut up pizza.,mscoco,2377,76741,0.05,0.0833333333333333
581,A train is passing by at a subway station,mscoco,1883,550418,0.4,1.0
582,Street sign in city saying keep moving use.,mscoco,3946,431999,0.1,1.0
583,A vintage train parked on the rail road tracks.,mscoco,647,363785,0.44999999999999996,1.0
584,"A bathroom with a built in shower, toilet and sink.",mscoco,640,710700,0.3,0.5178571428571428
585,People walk through a city square with umbrellas on a rainy day.,mscoco,1038,756210,0.25,0.2
586,A vegetable side dish with carrots and brussel sprouts.,mscoco,930,552416,0.1,0.41666666666666663
587,The cat is colorful with black and brown  spots on it.,mscoco,3239,622282,0.1,0.75
588,An open area filled with people and kites.,mscoco,4971,665461,0.6499999999999999,0.75
589,A woman is getting ready to hit a ball with a tennis racket.,mscoco,4234,288533,0.15000000000000002,0.225
590,a green and yellow train traveling down a train track,mscoco,2022,374969,0.35,0.3055555555555556
591,Several colorful umbrellas sit on colorful squares in a green field. ,mscoco,82,198416,0.2,1.0
592,An umbrella is attached to a bicycle frame with leather straps.,mscoco,5456,798821,0.35,0.75
593,The interior of an old fashioned bathroom with wood paneling.,mscoco,5580,33453,0.35,1.0
594,Long haired skateboarder performing tricks in skate park near beach.,mscoco,2249,405322,0.05,0.1583333333333333
595,Mountain climber poses in front of huger rocks and ice,mscoco,3675,203006,0.1,0.6666666666666666
596,A car waits at a stop sign on a town street.,mscoco,5156,14779,0.0,0.037224264705882346
597,A sequence of photos showing a boy throwing a Frisbee.,mscoco,2684,781042,0.05,0.10980392156862745
598,A kitchen that is being remodeled with cabinet doors off,mscoco,3134,23185,0.05,0.17147435897435895
599,A view of a beach with closed umbrellas at sunset.,mscoco,1309,291142,0.05,0.5047619047619047
600,A view of a bathroom complete with a green sink.,mscoco,954,357401,0.05,0.07168458781362005
601,An old blue train sitting on the tracks.,mscoco,5263,185806,0.5,1.0
602,Two horses in a grassy lot feeding at a wooden stall..,mscoco,4638,341605,0.1,0.24999999999999994
603,This pizza crust has sauce and spices but no cheese or toppings.,mscoco,1713,287350,0.05,0.5025125628140703
604,A business establishment with motorcycle displays in it.,mscoco,5317,444497,0.05,0.06190476190476191
605,A large green bus with a bike on the front.,mscoco,1152,337839,0.2,1.0
606,A poppy seed bagel sandwich with eggs and meat.,mscoco,1821,21064,0.1,0.75
607,Various supplies and food on a carpet that include water bottles and pens.,mscoco,1293,197271,0.1,1.0
608,Variety of stacked trunks on display in outside area with sign.,mscoco,4720,359899,0.05,0.5208333333333333
609,A duck swimming next to a red frisbee in water.,mscoco,1816,640094,0.2,0.6666666666666666
610,A computer desk is set up with a laptop and speakers. ,mscoco,2627,619997,0.3,0.75
611,A girl is holding a racket while playing tennis.,mscoco,389,187809,0.44999999999999996,0.5833333333333333
612,A group of people and dogs carry their surfboards in hand.,mscoco,5586,93699,0.05,0.13888888888888884
613,A person uses a laptop while lying down.,mscoco,813,648567,0.6,0.75
614,Two birds sitting on the the back of a giraffe. ,mscoco,4988,676190,0.05,0.16786283891547046
615,A person riding a yellow motorcycle on a track.,mscoco,2258,334002,0.4,1.0
616,A street scene looking at a rack of bikes.,mscoco,5408,182178,0.2,0.375
617,A grounded kite that is set on a grass field.,mscoco,4947,150552,0.25,0.75
618,"a man playing tennis on a purple court
",mscoco,5474,65573,0.2,0.55
619,"A small part of a yard shows a fence, grass, and a woman standing cross-legged under a big umbrella with light playing over it, inside what looks like an assemblage of long metal struts going upwards.   ",mscoco,3291,745581,0.1,0.6666666666666666
620,A white sink and toilet in a room.,mscoco,3283,462166,0.2,0.6666666666666666
621,Three skiers are on the slopes with a rock arch in the background.,mscoco,1697,280799,0.35,0.6666666666666666
622,"Harbor scene, city buildings, cloudy sky during sun rise or sun set.",mscoco,5938,127686,0.05,0.29545454545454547
623,A man standing on a mound of snow with several dogs,mscoco,2572,727196,0.3,1.0
624,A blurry photo of a cyclist on a forest path.,mscoco,3383,730869,0.15000000000000002,0.6666666666666666
625,Two people stand on a snowy hill in skis.,mscoco,3874,757720,0.7,0.6666666666666666
626,Two young men are playing the Wii system.,mscoco,610,261161,0.3,0.75
627,Three elephants near a water hole surrounded by grass.,mscoco,3406,199132,0.1,0.6
628,A traffic light on a city street at night.,mscoco,1496,227036,0.5,0.75
629,A cat and a dog laying on a bed.,mscoco,663,252620,0.35,0.75
630,Several stuffed animals sitting in wooden boxes outside.,mscoco,3275,476440,0.0,0.06971153846153845
631,Four people on a ski lift going up a mountain.,mscoco,3718,227108,0.25,0.625
632,A brown flower pot surrounded by green plants.,mscoco,2297,378522,0.2,0.75
633,A young boy holding a baseball bat during a game.,mscoco,3043,201099,0.7,0.625
634,A clock tower in a tow square on a stormy day.,mscoco,283,376852,0.05,0.0875
635,An elephant mounting another elephant in a dry field next to a water source.,mscoco,1951,430114,0.0,0.07045454545454545
636,A clock tower with a set windows and a weather indicator on top.,mscoco,3376,824128,0.05,0.1805555555555555
637,A kitchen filled with dishes and appliances with a sink.,mscoco,5260,28488,0.15,0.2685185185185185
638,A sub sandwich sits on white paper next to some root beer.,mscoco,5056,243355,0.15000000000000002,0.6666666666666666
639,A child is shown eating a scoop of yogurt.,mscoco,787,682998,0.05,0.0918079096045197
640,A woman seals up a glass of wine on her table. ,mscoco,3725,527107,0.0,0.02089864158829675
641,Bathroom scene of a sink and decorations surrounded by pink walls.,mscoco,3919,380832,0.5,0.6666666666666666
642,A bathroom sink with a tile design on the vanity.,mscoco,1139,168138,0.05,0.12777777777777777
643,Foot view of a young man in yellow sneakers as he rides down the road on his skateboard. ,mscoco,5707,445721,0.1,0.75
644,An oven with the door open beside a microwave in a kitchen,mscoco,4315,614305,0.0,0.0513392857142857
645,The small street is crowded with small shops.,mscoco,4344,717938,0.05,0.2857142857142857
646,"NASA men making first, ceremonial pitch at a baseball game.",mscoco,5654,294146,0.05,0.5277777777777778
647,An airshow with people looking at an airplane ,mscoco,4384,525125,0.2,0.2763157894736842
648,An orange cat laying on the ground in front of a bench.,mscoco,2295,267785,0.15000000000000002,0.6
649,A small train travels on tracks through the outskirts of town.,mscoco,4755,119591,0.35,0.6666666666666666
650,A man stands at a refrigerator near a packing box.,mscoco,1162,377929,0.1,0.6
651,Inside of a bathroom with a sink and toilet.,mscoco,4397,790503,0.25,0.6
652,A woman holding a kite outside of a building.,mscoco,3799,177398,0.1,0.3055555555555556
653,A mp3 player and cell phone on a laptop.,mscoco,4137,24010,0.1,0.13269230769230764
654,A close up of a piece of pizza with bacon on a plate.,mscoco,686,707689,0.2,0.275
655,Two giraffes are standing on opposite sides of a elevated walkway staring at the people above.,mscoco,5951,228703,0.05,0.10088809946714031
656,Player preparing to return volley during match on red clay court.,mscoco,3506,636803,0.1,0.1583333333333333
657,"A small living room with windows, sofas and a coffee table.",mscoco,2851,633627,0.15000000000000002,0.26666666666666666
658,A large commercial air plane flying through a cloudy sky.,mscoco,1343,276617,0.55,1.0
659,A large passenger jet flying through a blue sky.,mscoco,5735,118858,0.7,1.0
660,a closeup of a person's hands as it plays with a Wii controller in front of booklet with Mario and Luigi characters,mscoco,5151,681292,0.1,0.6666666666666666
661,Three urinals mounted to a wall with white little dividers.,mscoco,1747,120754,0.1,0.5625
662,A girl has a spoon in her mouth in front of her lunch at school.,mscoco,3587,657827,0.1,0.41666666666666663
663,A bench surrounded by a lush garden of trees and flowers.,mscoco,3846,447053,0.9,0.75
664,A Lufthansa jumbo-jet at some airport during the day.,mscoco,5602,253097,0.25,0.75
665,Baseball players playing a game of baseball in front of fans.,mscoco,2481,7687,0.15000000000000002,0.11805555555555555
666,A little blue arrangement of flowers is soaking in a vase of red liquid.,mscoco,708,157843,0.1,0.5555555555555556
667,Young calf being bottle fed above red bucket.,mscoco,4607,552213,0.1,0.6
668,An infant sits next to a stuffed teddy bear toy. ,mscoco,2371,13061,0.85,1.0
669,Produce on white table cloth including potatoes and strawberries.,mscoco,880,85140,0.1,0.55
670,A hand holds a hot dog covered with condiments. ,mscoco,5579,792979,0.6000000000000001,0.6
671,A man flies a kite in the sky above a stone retaining wall.,mscoco,1007,232891,0.1,0.3055555555555556
672,A zebra standing in the grass near a fence.,mscoco,1617,741704,0.1,0.12698412698412695
673,Two planes sitting on runway with engines running.,mscoco,4081,512614,0.44999999999999996,1.0
674,Several young men playing frisbee on a field.,mscoco,1719,329655,0.65,0.75
675,a girl holding onto a homemade kite at the park,mscoco,5096,767166,0.0,0.0295209176788124
676,A man is riding a bike while using a cell phone.,mscoco,3380,372653,0.65,1.0
677,"Front view of person holding animal spotted print umbrella up so head unseen with a ""SALE"" bag in crook of arm, and purse over shoulder of opposite arm, standing outside on sidewalk by low wall, in wet city street setting, with lamp post base behind.",mscoco,1261,800312,0.0,0.01292048929663605
678,A cake with a cartoon character on it and lit sparkler.,mscoco,758,336030,0.1,0.75
679,A traffic light hanging over a street surrounded by forest.,mscoco,3325,533312,0.05,0.19791666666666666
680,a child in an orange coat playing with a wood sander,mscoco,4485,612322,0.1,0.6666666666666666
681,Baseball game showing a pitcher and batter in motion.,mscoco,5099,430066,0.15000000000000002,0.24999999999999994
682,Two kites flying in a cloudy sky above a field of people,mscoco,895,269952,0.05,0.05624903683156105
683,A young man performs a trick on a skateboard.,mscoco,1228,487418,0.2,0.3055555555555556
684,Two baseball players standing at first base in a professional baseball game.,mscoco,629,768019,0.35,1.0
685,A man holding a tennis ball and raquet in front of a crowd.,mscoco,717,176740,0.0,0.061583577712609944
686,An old photo of a building with a clock tower.,mscoco,3929,234741,0.6,1.0
687,An arrangement of yellow flowers with one white flower.,mscoco,3312,158042,0.1,0.225
688,A single piece of pizza is seen on a plate.,mscoco,254,739499,0.55,0.35
689,A zebra stands between several small trees in tall grass.,mscoco,3284,313015,0.05,0.5059523809523809
690,Clock tower and dock in front of river paddle boat.,mscoco,5358,79877,0.15000000000000002,0.18055555555555555
691,Italian blood oranges for sale in a market,mscoco,5394,163390,0.05,0.14583333333333331
692,"A sandwich is covered in cheese, meat, and greens. ",mscoco,2030,152832,0.1,0.375
693,A red double-decker bus moving along a residential street.,mscoco,1631,629567,0.8,1.0
694,A parking lot with cars and people in front on a row of tents and a building with Public Market sign by water.,mscoco,5020,492396,0.1,1.0
695,A toilet with the seat down in a tiled room. ,mscoco,732,675590,0.44999999999999996,0.6
696,A grey fighter plane with propeller on display in museum.,mscoco,3465,213156,0.5,0.75
697,A homemade cake is decorated with a smiley face. ,mscoco,1645,232940,0.1,1.0
698,A horse is adorned with a head decor piece.,mscoco,786,636340,0.55,1.0
699,A yellow and black motorcycle parked on the street,mscoco,474,500277,0.25,0.6666666666666666
700,Multiple highway signs point to different directions for vehicles. ,mscoco,5473,165901,0.35,0.75
701,Two giraffes standing side by side in a wooded field.,mscoco,60,817201,0.0,0.03265845070422535
702,A cat lying down with a packaged toothbrush on its head.,mscoco,25,274474,0.15000000000000002,1.0
703,A person riding a surfboard in the water.,mscoco,3109,793607,0.30000000000000004,0.6
704,A group of people standing together in a room.,mscoco,3347,207759,0.3,0.3
705,A man doing a trick on a skateboard at a skate park. ,mscoco,5525,534652,0.4,0.6666666666666666
706,"Two servicemembers cut a large, brightly decorated cake which says ""Navy"".",mscoco,5691,140817,0.25,0.6666666666666666
707,A cat sits in a bowl on the table. ,mscoco,3116,159296,0.8500000000000001,1.0
708,A fast food sign sits on top of a pole on the street.,mscoco,5649,450118,0.1,0.75
709,Line of bikers going down a road in a town.,mscoco,5634,790385,0.15000000000000002,0.6666666666666666
710,"Several suitcases, a pair of shoes and a hand bag in a hallway.",mscoco,5428,791334,0.05,0.2727272727272727
711,A baseball player swinging a bat near home plate.,mscoco,5799,676926,0.1,0.11111111111111105
712,Town road with pickup truck and hanging yellow stop lights with parked cars and short buildings.,mscoco,4997,505453,0.1,0.2222222222222222
713,A snowboarder in mid air from a jump ,mscoco,2495,550907,0.6499999999999999,0.75
714,A group of baseball players playing a game of baseball.,mscoco,1045,124116,0.05,0.14545454545454545
715,Commercial plane flying overhead on day with clear blue sky.,mscoco,3934,449280,0.6,0.6666666666666666
716,An old boat is parked on a gravel beach.,mscoco,4173,146280,0.4,0.5
717,A large display of many different types of doughnuts.,mscoco,1242,580456,1.0,1.0
718,A small herd of three zebras behind a fence.,mscoco,4054,703037,0.1,0.22916666666666666
719,A coo coo clock ornament hanging in a Christmas Tree.,mscoco,2996,808203,0.1,1.0
720,Altered photograph of a snow boarder in flight ,mscoco,3932,229453,0.1,0.35
721,A large number of different kites in the air.,mscoco,2037,102710,0.7,1.0
722,there is a elephant standing by a fence next to a large white ball,mscoco,151,459097,0.05,0.53125
723,Two people are skiing on a snowy hill.,mscoco,2552,366122,0.75,0.75
724,Red and white commuter train arriving at station.,mscoco,4634,391062,0.1,0.41666666666666663
725,A man water skiing using a single ski.,mscoco,2084,91915,0.4,0.6
726,A laptop sitting on a computer desk in a home office.,mscoco,4008,25466,0.35,0.75
727,a camera and cords sitting on a bed with a green folder ,mscoco,949,269725,0.1,0.75
728,A green and white EVA Air Cargo jet taking off.,mscoco,4894,518420,0.15000000000000002,0.375
729,The two sheep are walking across the sand near the water.,mscoco,3153,180474,0.1,1.0
730,A man on a skateboard performs a jump off a ledge.,mscoco,253,633557,0.0,0.069047619047619
731,A plate topped with chicken and broccoli covered in sauce.,mscoco,492,717520,0.2,1.0
732,A person on a longboard rides with a dog.,mscoco,2731,436071,0.05,0.13125
733,A girl is standing next to an older woman while holding a cake with a candle on it.,mscoco,1174,728042,0.05,0.515625
734,A toy train with a black engine and red cars on tracks.,mscoco,1031,258250,0.05,0.29166666666666663
735,A white jet airliner flying in a blue sky.,mscoco,3086,298595,0.5,1.0
736,An elephant with large tusks and his trunk in the air.,mscoco,2112,79101,0.05,0.2121212121212121
737,A wooden bench sits by the fence and some trees.,mscoco,2305,349401,0.05,0.0783730158730158
738,A tennis player in a white shirt playing tennis on a court.,mscoco,1053,717407,0.1,0.625
739,A skateboarder skates under a sculpture in front of boats.  ,mscoco,5282,252417,0.1,1.0
740,Yellow fire hydrant with an old abandoned blue shopping cart curb side,mscoco,2888,829563,0.05,0.5138888888888888
741,A man flying a large kite in the desert.,mscoco,147,398281,0.1,1.0
742,A dog lays on a couch next to a book.,mscoco,3900,132470,0.2,1.0
743,Farm field for grazing featured near snow covered mountains.,mscoco,5809,675597,0.25,0.29166666666666663
744,A man and woman are standing together playing Wii.,mscoco,1780,206898,0.7,0.75
745,A woman in a bikini top riding a bicycle while using a cell phone.,mscoco,2922,245875,0.1,1.0
746,A woman wading through water holding a surfboard.,mscoco,4233,696255,0.3,0.52
747,Fire truck in heavy traffic on a bridge crossing another highway.,mscoco,3702,347995,0.1,0.41666666666666663
748,An adult elephant and a baby elephant by a lake.,mscoco,13,516278,0.15,0.5227272727272727
749,There are two kites that are flying over the water at a beach,mscoco,1253,298492,0.15000000000000002,0.26666666666666666
750,a child standing on a skateboard and wearing a helmet.,mscoco,121,248362,0.8,0.75
751,A close up view of a man's hands as he operates a smart phone.,mscoco,4964,515915,0.15000000000000002,0.1964285714285714
752,A man in brown holding a wii remote,mscoco,429,53612,0.1,0.25
753,A photo of a roast beef sandwich with lettuce and spinach.,mscoco,3700,472347,0.1,0.3125
754,An Asiana Airlines plane taxiing at an airport.,mscoco,3844,308970,0.1,0.5054347826086957
755,Woman standing next to her bicycle near a children's park.,mscoco,4214,166696,0.1,0.3333333333333333
756,A living room painted with a dark color and has lots of furniture.,mscoco,1864,547430,0.2,0.3333333333333333
757,Several planes are admired in an airplane museum.,mscoco,2358,245544,0.8500000000000001,1.0
758,an image of the Big Ben clock tower in London,mscoco,5837,171826,0.5,0.75
759,a red white and black bus and some cars,mscoco,5443,548027,0.1,0.10819672131147541
760,A young boy and a teenage girl play with a blue Frisbee.,mscoco,5404,316186,0.05,0.20512820512820512
761,A group of people play tennis on a tennis court.,mscoco,228,274049,0.75,1.0
762,A tall building looms in the background of a courtyard where people are walking around.,mscoco,466,73257,0.05,0.25112107623318386
763,Two people flying a red kite in front of a crowd.,mscoco,5000,591573,0.1,0.5357142857142857
764,A pizza shop display showing ready-made pizzas for sale.,mscoco,2655,414235,0.6,1.0
765,A power boat on a body of water with a large water spray behind.,mscoco,2569,741562,0.05,0.13662790697674415
766,"A head-on shot of a stone building labelled ""Scalextric Palau"" ",mscoco,5348,164163,0.05,0.5004873294346979
767,A bowl of food with gravy and a ladle sits on a table.,mscoco,4406,36146,0.0,0.0284525416104363
768,A clock tower that is near an ocean.,mscoco,3810,764722,0.1,0.53125
769,Several zebra stand in a group eating grass.,mscoco,3226,419946,0.44999999999999996,1.0
770,an image of a man doing tricks on a skateboard,mscoco,3928,241803,0.1,0.1333333333333333
771,A large jet flying over an airport near a mountain.,mscoco,2335,495082,0.0,0.028665028665028652
772,Two pizzas are sitting on plates on a table.,mscoco,5738,145957,0.4,0.375
773,Child swinging bat playing baseball with adult watching and fence,mscoco,5591,473848,0.0,0.0458333333333333
774,Two females riding an elephant with a two elephant handlers,mscoco,5958,516064,0.2,0.25
775,Several different kinds of donuts on a tray.,mscoco,3090,708890,0.8,1.0
776,Several sheep and a cow grazing on grass near water.,mscoco,4158,794424,0.0,0.0021894847428489
777,a big umbrella sitting on the beach ,mscoco,5989,588185,0.55,1.0
778,A woman being towed by a dog while riding a skateboard.,mscoco,1772,816080,0.15000000000000002,1.0
779,a big elephant standing near a small tree and grass,mscoco,4700,416752,0.05,0.16666666666666666
780,A pair of scissors are sitting on a table with needle and thread. ,mscoco,1815,654917,0.05,0.14166666666666666
781,Man poses sideways wearing a plaid shirt and a tie. ,mscoco,1589,52132,0.0,0.019087612139721297
782,"A view of a street corner, with a mattress on it.",mscoco,2876,816497,0.15000000000000002,0.5555555555555556
783,"A living area with chairs, sofa and a television.",mscoco,3783,361788,0.1,0.08658008658008655
784,A toilet has graffiti drawn on the lid.,mscoco,3034,414331,0.35,0.625
785,A person lies down in a boat with their feet over the edge.,mscoco,2906,235880,0.25,0.625
786,many people on a beach with a large tent,mscoco,3818,347728,0.05,0.5037037037037037
787,Small child holding an electric toothbrush in  their mouth.,mscoco,3324,573029,0.05,0.10568181818181815
788,A suitcase packed with clothes and various items. ,mscoco,1095,219304,0.6,0.41666666666666663
789,a blurry photo of a person holding a kite,mscoco,5040,114187,0.0,0.037179487179487096
790,A TRAIN STATION WITH SEVERAL TRAINS IN THE STATION ,mscoco,3447,100311,0.3,0.5714285714285714
791,A daredevil attempts to ski off the roof of a house.,mscoco,4058,69044,0.1,0.625
792,A mother and baby elephant walking in the grasslands. ,mscoco,3219,789008,0.8,1.0
793,A sub sandwich with lunch meat and lettuce.,mscoco,3815,323996,0.0,0.0606060606060606
794,A home office area with a desk and two computer monitors.,mscoco,2752,312417,0.4,0.6
795,Two kids are flying a kite on a beach with a man.,mscoco,3884,269646,0.15,0.2121212121212121
796,A city street crowded with people riding motorcycles,mscoco,1818,119104,0.7,1.0
797,a surf board on the sandy beach ,mscoco,700,722819,0.75,1.0
798,A horned cow with head in basin of apples.,mscoco,5825,426134,0.05,0.5217391304347826
799,a kitchen with a map on the wall ,mscoco,497,720907,0.1,0.09374999999999994
800,A desktop computer and two laptop computers on a corner desk.,mscoco,1509,789474,0.0,0.0322689075630252
801,A passenger train runs along a train track away from a city center.,mscoco,1828,630765,0.2,0.26666666666666666
802,A man performs a kick flip on his skate board,mscoco,45,784388,0.05,0.0958333333333333
803,A cat sits on a chair at the dinner table.,mscoco,3389,86021,0.35,0.75
804,An old man in a leather jacket on a motorcycle,mscoco,1163,806521,0.1,0.15625
805,Many directional road signs in a foreign language.,mscoco,2754,3194,0.4,0.5
806,A truck wrapped in beer advertisements parked in a parking lot.,mscoco,1660,767929,0.1,0.6
807,a small plane on a field with trees in the background,mscoco,1922,486364,0.55,0.5
808,"A close up of stir fried noodles, broccoli and tomatoes.",mscoco,5940,165474,0.0,0.054093567251461944
809,an image of a tray of donuts being handed out,mscoco,3744,293348,0.1,0.6
810,A pair of giraffes walk around a fenced enclosure. ,mscoco,1927,305465,0.7,1.0
811,"A black and white,  round-cornered shot  shows a cloudy sky and a high parking lot with a concrete border over which trees are visible, a car and a leaping skateboarder, his shirt concealing his head, suspended over a concrete island and up-ramp.",mscoco,5992,780064,0.05,0.5035971223021583
812,A man on a skateboard in the air during a trick.,mscoco,32,170616,0.5,1.0
813,A man riding a motorcycle with a woman on the back.,mscoco,5689,76006,0.35,0.5454545454545454
814,A herd of sheep near a barn near a mountain.,mscoco,1304,369936,0.1,0.3
815,an image of a bathroom with a toilet and sink,mscoco,1740,260564,0.3,0.6666666666666666
816,A bunch of white bananas grow on a tree.,mscoco,5795,637427,1.0,1.0
817,A box that is filled with a variety of doughnuts.,mscoco,5950,769254,0.8500000000000001,1.0
818,Man running a skateboard over a deep curved area.,mscoco,3604,664129,0.0,0.0042601338055883
819,Bathroom with shower and toilet on far side.,mscoco,1215,736433,0.55,0.75
820,Surf n' Turf with broccoli and carrots really looks good on a white plate.,mscoco,1133,625414,0.1,0.6
821,Group of giraffes in rock enclosure of urban zoo.,mscoco,3741,707960,0.5,0.6
822,Several signs written in Arabic under a cloudy sky.,mscoco,4867,109919,0.05,0.5166666666666666
823,a man takes a picture of a little girl standing in front of a mirror ,mscoco,5074,775964,0.1,1.0
824,A woman serves out a sauce for her dinner party.,mscoco,3808,471405,0.05,0.1033333333333333
825,A retro style living room with wood floor and large windows.,mscoco,675,771747,0.05,0.1037037037037037
826,The adult zebra eats grass from the side of the road.,mscoco,5687,560598,0.05,0.5121951219512195
827,A group of athletes engage in an organized game of ultimate frisbee. ,mscoco,3728,506556,0.55,1.0
828,A catcher waits on his knees at home plate while a batter approaches.,mscoco,4690,575266,0.25,0.75
829,A white toilet sitting next to a bathroom sink.,mscoco,4002,575058,0.2,0.5
830,A large lake filled with sailboats and motor boats on a sunny day.,mscoco,2402,524910,0.05,0.5108695652173914
831,An orange cat lays his head on a pair of shoes.,mscoco,901,400643,0.8500000000000001,1.0
832,A woman is posing with a tennis racket for an advertisement.,mscoco,3415,804431,0.0,0.013196267133274951
833,A large bed with pillows in a room.,mscoco,2472,421581,0.6000000000000001,0.5
834,Two people enjoying large personal pizzas at a restaurant.,mscoco,2625,751111,0.15000000000000002,0.6666666666666666
835,A skateboarder jumps into a foam pit at a skate park,mscoco,3979,583503,0.25,0.75
836,"A living area with a couch, two photographs of a candle holder.",mscoco,41,662449,0.0,0.029048029910842647
837,A person holds a surfboard while riding a bus. ,mscoco,5442,110732,0.2,0.75
838,A large wooden bed with a green blanket on top of it.,mscoco,3139,785513,0.15,0.5192307692307692
839,Giraffes in a green field with large trees ,mscoco,364,230493,0.25,0.5
840,"Three people are riding on top of a elephant, two woman have there arms out.",mscoco,5320,77488,0.05,0.265625
841,A large long train on a steel track.,mscoco,4160,305984,0.15000000000000002,0.3
842,A clock above an entrance to an historical structure.,mscoco,5452,76180,0.1,0.3333333333333333
843,a large elephants is outside in a field ,mscoco,1974,538483,0.55,1.0
844,A black and white boat anchored at a boat dock.,mscoco,1668,156138,0.1,0.14583333333333331
845,A child looks at her birthday cake with lit candles.,mscoco,5200,42993,0.3,0.5
846,A bedroom has a very antique look to it.,mscoco,621,67596,0.30000000000000004,0.75
847,"A home desk has a computer, lamp, and knick-knacks.",mscoco,3701,157388,0.0,0.057189542483660094
848,Two men and a woman sitting on a couch playing a Wii game. ,mscoco,51,225431,0.15,0.16346153846153844
849,A group of boats traveling down the river ,mscoco,2983,147965,0.44999999999999996,0.5833333333333333
850,a small dog is holding a brush in its mouth,mscoco,1981,801438,0.2,1.0
851,A seagull swims toward a rocky shore in a lake.,mscoco,87,755856,0.15000000000000002,0.3
852,A two story business building housing several small businesses.,mscoco,5148,759393,0.0,0.04513888888888885
853,Doughnuts sit ready for cooking on a floured tray.,mscoco,5076,425618,0.1,1.0
854,A group of people posing in front of a table of food. ,mscoco,1447,66846,0.35,1.0
855,A man sitting on the floor of a room with boxes near him.,mscoco,2180,741390,0.05,0.2833333333333333
856,A large herd of brown cows in a field.,mscoco,1628,29858,0.45,0.75
857,Two women play a boxing video game in a living room.,mscoco,1950,664987,0.5,1.0
858,A man is sitting at a table with pizza and beer.,mscoco,2063,177535,0.15000000000000002,0.2
859,A man pedals a stationary bike indoors as a group of people look on.,mscoco,2227,715950,0.05,0.1267421602787456
860,A herd of cows with calves standing in a river.,mscoco,84,667218,0.35,0.375
861,Two people riding an elephant in the middle of a forest.,mscoco,1989,316110,0.9,1.0
862,People are riding on an elephant in the forest.,mscoco,1359,216301,0.8,1.0
863,A white toilet attached to a wall with silver surroundings.,mscoco,932,805963,0.0,0.0409698996655518
864,Two women are walking around on a sailboat.,mscoco,3688,14276,0.1,0.625
865,A partially cut pizza in a box on a bed with person sitting next to it.,mscoco,5184,311568,0.15000000000000002,0.5833333333333333
866,A man on a  red phone while in a car,mscoco,376,379063,0.1,0.625
867,A narrow city street packed with vehicles and business signs.,mscoco,531,255717,0.2,0.6
868,two kites flying in the air on a beach,mscoco,5371,98578,0.15000000000000002,0.5555555555555556
869,a woman is wearing a red dress and playing tennis,mscoco,2859,110070,0.4,0.6666666666666666
870,This is a dish of buttered asparagus with dressing.,mscoco,960,284066,0.2,0.75
871,"Pizza, pasta and salad on shiny metal plates sit on orange tiled counter.",mscoco,3397,120144,0.0,0.0497280497280497
872,A view of a parking meter with a bridge and river behind it.,mscoco,3248,665847,0.2,1.0
873,A dim lit desk with an open laptop sits near a window.,mscoco,5855,92248,0.15000000000000002,0.1714285714285714
874,A tall wooden snow board next to a woman at a table.,mscoco,55,35663,0.2,1.0
875,A tennis player getting ready to serve the ball.,mscoco,372,538829,0.05,0.29166666666666663
876,A woman is walking with a blue umbrella.,mscoco,2549,166780,0.4,1.0
877,A group of people standing on a snow covered ski slope.,mscoco,5461,189944,0.5,0.375
878,A black clock tower on grassy area next to water and mountains.,mscoco,5971,356276,0.1,0.75
879,A white and green bus parked on the side of the road. ,mscoco,990,601782,0.25,0.3333333333333333
